EVENT_ID,PLAYER_ID,EARNINGS,ORIG_EARNINGS,CURRENCY,PLACEMENT
4819,78,46,724,800000.00000000,KRW,19
4818,78,106,724,800000.00000000,KRW,18
4817,78,42,724,800000.00000000,KRW,17
4816,78,56,724,800000.00000000,KRW,16
4815,78,15,724,800000.00000000,KRW,15
4814,78,4,724,800000.00000000,KRW,14
4813,78,279,724,800000.00000000,KRW,13
4812,78,44,905,1000000.00000000,KRW,12
4811,78,48,905,1000000.00000000,KRW,11
4810,78,110,905,1000000.00000000,KRW,10
4809,78,9,905,1000000.00000000,KRW,9
4808,78,16,905,1000000.00000000,KRW,8
4807,78,49,905,1000000.00000000,KRW,7
4806,78,2,905,1000000.00000000,KRW,6
4805,78,175,905,1000000.00000000,KRW,5
4804,78,17,905,1000000.00000000,KRW,4
4803,78,105,905,1000000.00000000,KRW,3
4802,78,80,905,1000000.00000000,KRW,2
4801,78,19,905,1000000.00000000,KRW,1
4896,79,89,1357,1500000.00000000,KRW,32
4895,79,12,1357,1500000.00000000,KRW,31
4894,79,44,1357,1500000.00000000,KRW,30
4893,79,22,1357,1500000.00000000,KRW,29
4892,79,32,1357,1500000.00000000,KRW,28
4891,79,9,1357,1500000.00000000,KRW,27
4890,79,58,1357,1500000.00000000,KRW,26
4889,79,28,1357,1500000.00000000,KRW,25
4888,79,43,1357,1500000.00000000,KRW,24
4887,79,47,1357,1500000.00000000,KRW,23
4886,79,73,1357,1500000.00000000,KRW,22
4885,79,36,1357,1500000.00000000,KRW,21
4884,79,35,1357,1500000.00000000,KRW,20
4883,79,54,1357,1500000.00000000,KRW,19
4882,79,116,1357,1500000.00000000,KRW,18
4881,79,5,1357,1500000.00000000,KRW,17
4880,79,40,1809,2000000.00000000,KRW,16
4879,79,21,1809,2000000.00000000,KRW,15
4878,79,16,1809,2000000.00000000,KRW,14
4877,79,46,1809,2000000.00000000,KRW,13
4876,79,42,1809,2000000.00000000,KRW,12
4875,79,17,1809,2000000.00000000,KRW,11
4874,79,4,1809,2000000.00000000,KRW,10
4873,79,19,1809,2000000.00000000,KRW,9
4872,79,14,2714,3000000.00000000,KRW,8
4871,79,1,2714,3000000.00000000,KRW,7
4870,79,18,2714,3000000.00000000,KRW,6
4869,79,11,2714,3000000.00000000,KRW,5
4868,79,6,4523,5000000.00000000,KRW,4
4867,79,7,4523,5000000.00000000,KRW,3
4866,79,13,18093,20000000.00000000,KRW,2
4865,79,3,45231,50000000.00000000,KRW,1
4960,57,198,372,400000.00000000,KRW,64
4959,57,28,372,400000.00000000,KRW,63
4958,57,490,372,400000.00000000,KRW,62
4957,57,505,372,400000.00000000,KRW,61
4956,57,370,372,400000.00000000,KRW,60
4955,57,85,372,400000.00000000,KRW,59
4954,57,171,372,400000.00000000,KRW,58
4953,57,106,372,400000.00000000,KRW,57
4952,57,21,372,400000.00000000,KRW,56
4951,57,279,372,400000.00000000,KRW,55
4950,57,42,372,400000.00000000,KRW,54
4949,57,112,372,400000.00000000,KRW,53
4948,57,269,372,400000.00000000,KRW,52
4947,57,32,372,400000.00000000,KRW,51
4946,57,7,372,400000.00000000,KRW,50
4945,57,29,372,400000.00000000,KRW,49
4944,57,318,372,400000.00000000,KRW,48
4943,57,49,372,400000.00000000,KRW,47
4942,57,722,372,400000.00000000,KRW,46
4941,57,340,372,400000.00000000,KRW,45
4940,57,51,372,400000.00000000,KRW,44
4939,57,46,372,400000.00000000,KRW,43
4938,57,99,372,400000.00000000,KRW,42
4937,57,76,372,400000.00000000,KRW,41
4936,57,177,558,600000.00000000,KRW,40
4935,57,79,558,600000.00000000,KRW,39
4934,57,55,558,600000.00000000,KRW,38
4933,57,17,558,600000.00000000,KRW,37
4932,57,62,558,600000.00000000,KRW,36
4931,57,194,558,600000.00000000,KRW,35
4930,57,47,558,600000.00000000,KRW,34
4929,57,22,558,600000.00000000,KRW,33
4928,57,12,558,600000.00000000,KRW,32
4927,57,11,558,600000.00000000,KRW,31
4926,57,109,558,600000.00000000,KRW,30
4925,57,31,558,600000.00000000,KRW,29
4924,57,36,558,600000.00000000,KRW,28
4923,57,37,558,600000.00000000,KRW,27
4922,57,40,558,600000.00000000,KRW,26
4921,57,6,558,600000.00000000,KRW,25
4920,57,105,744,800000.00000000,KRW,24
4919,57,18,744,800000.00000000,KRW,23
4918,57,20,744,800000.00000000,KRW,22
4917,57,110,744,800000.00000000,KRW,21
4916,57,1394,744,800000.00000000,KRW,20
4915,57,175,744,800000.00000000,KRW,19
4914,57,39,744,800000.00000000,KRW,18
4913,57,54,744,800000.00000000,KRW,17
4912,57,73,744,800000.00000000,KRW,16
4911,57,300,744,800000.00000000,KRW,15
4910,57,4,744,800000.00000000,KRW,14
4909,57,43,744,800000.00000000,KRW,13
4908,57,24,931,1000000.00000000,KRW,12
4907,57,63,931,1000000.00000000,KRW,11
4906,57,3,931,1000000.00000000,KRW,10
4905,57,13,931,1000000.00000000,KRW,9
4904,57,5,931,1000000.00000000,KRW,8
4903,57,19,931,1000000.00000000,KRW,7
4902,57,44,931,1000000.00000000,KRW,6
4901,57,59,931,1000000.00000000,KRW,5
4900,57,56,931,1000000.00000000,KRW,4
4899,57,80,931,1000000.00000000,KRW,3
4898,57,91,931,1000000.00000000,KRW,2
4897,57,16,931,1000000.00000000,KRW,1
4991,39,63,1387,1500000.00000000,KRW,31
4990,39,105,1387,1500000.00000000,KRW,30
4989,39,17,1387,1500000.00000000,KRW,29
4988,39,24,1387,1500000.00000000,KRW,28
4987,39,21,1387,1500000.00000000,KRW,27
4986,39,110,1387,1500000.00000000,KRW,26
4985,39,175,1387,1500000.00000000,KRW,25
4984,39,13,1387,1500000.00000000,KRW,24
4983,39,44,1387,1500000.00000000,KRW,23
4982,39,49,1387,1500000.00000000,KRW,22
4981,39,11,1387,1500000.00000000,KRW,21
4980,39,40,1387,1500000.00000000,KRW,20
4979,39,80,1387,1500000.00000000,KRW,19
4978,39,6,1387,1500000.00000000,KRW,18
4977,39,37,1387,1500000.00000000,KRW,17
4976,39,18,1850,2000000.00000000,KRW,16
4975,39,3,1850,2000000.00000000,KRW,15
4974,39,5,1850,2000000.00000000,KRW,14
4973,39,19,1850,2000000.00000000,KRW,13
4972,39,54,1850,2000000.00000000,KRW,12
4971,39,56,1850,2000000.00000000,KRW,11
4970,39,4,1850,2000000.00000000,KRW,10
4969,39,16,1850,2000000.00000000,KRW,9
4968,39,1,2774,3000000.00000000,KRW,8
4967,39,45,2774,3000000.00000000,KRW,7
4966,39,14,2774,3000000.00000000,KRW,6
4965,39,2,2774,3000000.00000000,KRW,5
4964,39,35,4624,5000000.00000000,KRW,4
4963,39,48,4624,5000000.00000000,KRW,3
4962,39,15,18496,20000000.00000000,KRW,2
4961,39,9,46241,50000000.00000000,KRW,1
4992,74,4,921,1000000.00000000,KRW,1
4993,74,12,921,1000000.00000000,KRW,2
4994,74,1,921,1000000.00000000,KRW,3
4995,74,17,921,1000000.00000000,KRW,4
4996,74,54,921,1000000.00000000,KRW,5
4997,74,15,921,1000000.00000000,KRW,6
4998,74,44,921,1000000.00000000,KRW,7
4999,74,31,921,1000000.00000000,KRW,8
5000,74,55,921,1000000.00000000,KRW,9
5001,74,3,921,1000000.00000000,KRW,10
5002,74,422,921,1000000.00000000,KRW,11
5003,74,110,921,1000000.00000000,KRW,12
5004,74,195,737,800000.00000000,KRW,13
5005,74,11,737,800000.00000000,KRW,14
5006,74,20,737,800000.00000000,KRW,15
5007,74,62,737,800000.00000000,KRW,16
5008,74,14,737,800000.00000000,KRW,17
5009,74,9,737,800000.00000000,KRW,18
5010,74,47,737,800000.00000000,KRW,19
5011,74,125,737,800000.00000000,KRW,20
5012,74,7,737,800000.00000000,KRW,21
5013,74,106,737,800000.00000000,KRW,22
5014,74,59,737,800000.00000000,KRW,23
5015,74,194,737,800000.00000000,KRW,24
5016,74,154,552,600000.00000000,KRW,25
5017,74,190,552,600000.00000000,KRW,26
5018,74,2,552,600000.00000000,KRW,27
5019,74,175,552,600000.00000000,KRW,28
5020,74,300,552,600000.00000000,KRW,29
5021,74,2568,552,600000.00000000,KRW,30
5022,74,49,552,600000.00000000,KRW,31
5023,74,1762,552,600000.00000000,KRW,32
5024,74,1394,552,600000.00000000,KRW,33
5025,74,113,552,600000.00000000,KRW,34
5026,74,35,552,600000.00000000,KRW,35
5027,74,24,552,600000.00000000,KRW,36
5028,74,22,552,600000.00000000,KRW,37
5029,74,176,552,600000.00000000,KRW,38
5030,74,91,552,600000.00000000,KRW,39
5031,74,10,552,600000.00000000,KRW,40
5032,74,79,368,400000.00000000,KRW,41
5033,74,73,368,400000.00000000,KRW,42
5034,74,98,368,400000.00000000,KRW,43
5035,74,63,368,400000.00000000,KRW,44
5036,74,381,368,400000.00000000,KRW,45
5037,74,37,368,400000.00000000,KRW,46
5038,74,129,368,400000.00000000,KRW,47
5039,74,81,368,400000.00000000,KRW,48
5040,74,43,368,400000.00000000,KRW,49
5041,74,68,368,400000.00000000,KRW,50
5042,74,109,368,400000.00000000,KRW,51
5043,74,39,368,400000.00000000,KRW,52
3705,942,11,864,1000000.00000000,KRW,10
3704,942,89,864,1000000.00000000,KRW,9
3703,942,22,864,1000000.00000000,KRW,8
3702,942,10,864,1000000.00000000,KRW,7
3701,942,19,1728,2000000.00000000,KRW,6
3700,942,1,1728,2000000.00000000,KRW,5
3699,942,13,4320,5000000.00000000,KRW,4
3698,942,36,4320,5000000.00000000,KRW,3
3697,942,4,8639,10000000.00000000,KRW,2
3696,942,28,34558,40000000.00000000,KRW,1
3695,943,13,930,1000000.00000000,KRW,10
3694,943,11,930,1000000.00000000,KRW,9
3693,943,7,930,1000000.00000000,KRW,8
3692,943,21,930,1000000.00000000,KRW,7
3691,943,8,1859,2000000.00000000,KRW,6
3690,943,4,1859,2000000.00000000,KRW,5
3689,943,9,4648,5000000.00000000,KRW,4
3688,943,1,4648,5000000.00000000,KRW,3
3687,943,5,9295,10000000.00000000,KRW,2
3686,943,3,37182,40000000.00000000,KRW,1
3737,854,12,919,1000000.00000000,KRW,32
3736,854,143,919,1000000.00000000,KRW,31
3735,854,134,919,1000000.00000000,KRW,30
3734,854,216,919,1000000.00000000,KRW,29
3733,854,129,919,1000000.00000000,KRW,28
3732,854,74,919,1000000.00000000,KRW,27
3731,854,47,919,1000000.00000000,KRW,26
3730,854,122,919,1000000.00000000,KRW,25
3729,854,114,919,1000000.00000000,KRW,24
3728,854,136,919,1000000.00000000,KRW,23
3727,854,43,919,1000000.00000000,KRW,22
3726,854,181,919,1000000.00000000,KRW,21
3725,854,24,919,1000000.00000000,KRW,20
3724,854,8,919,1000000.00000000,KRW,19
3723,854,32,919,1000000.00000000,KRW,18
3722,854,13,919,1000000.00000000,KRW,17
3721,854,22,1839,2000000.00000000,KRW,16
3720,854,93,1839,2000000.00000000,KRW,15
3719,854,225,1839,2000000.00000000,KRW,14
3718,854,1,1839,2000000.00000000,KRW,13
3717,854,90,1839,2000000.00000000,KRW,12
3716,854,120,1839,2000000.00000000,KRW,11
3715,854,339,1839,2000000.00000000,KRW,10
3714,854,57,1839,2000000.00000000,KRW,9
3713,854,116,4597,5000000.00000000,KRW,8
3712,854,86,4597,5000000.00000000,KRW,7
3711,854,236,4597,5000000.00000000,KRW,6
3710,854,35,4597,5000000.00000000,KRW,5
3709,854,92,9193,10000000.00000000,KRW,4
3708,854,14,9193,10000000.00000000,KRW,3
3707,854,28,27580,30000000.00000000,KRW,2
3706,854,19,91932,100000000.00000000,KRW,1
3741,821,14,173,200000.00000000,KRW,4
3740,821,65,173,200000.00000000,KRW,3
3739,821,31,190,220000.00000000,KRW,2
3738,821,4,1921,2220000.00000000,KRW,1
3749,812,22,621,700000.00000000,KRW,8
3748,812,16,621,700000.00000000,KRW,7
3747,812,4,621,700000.00000000,KRW,6
3746,812,82,621,700000.00000000,KRW,5
3745,812,32,1332,1500000.00000000,KRW,4
3744,812,59,1332,1500000.00000000,KRW,3
3743,812,57,3551,4000000.00000000,KRW,2
3742,812,13,8878,10000000.00000000,KRW,1
3753,804,65,422,500000.00000000,KRW,4
3752,804,28,422,500000.00000000,KRW,3
3751,804,4,844,1000000.00000000,KRW,2
3750,804,14,1689,2000000.00000000,KRW,1
2341,9799,2032,5000,5000.00000000,USD,1
2342,9799,828,3000,3000.00000000,USD,2
2343,9799,3754,2000,2000.00000000,USD,3
5685,5126,118,64,50.00000000,EUR,8
5684,5126,115,64,50.00000000,EUR,7
5683,5126,488,64,50.00000000,EUR,6
5682,5126,83,64,50.00000000,EUR,5
5681,5126,193,127,100.00000000,EUR,4
5680,5126,199,382,300.00000000,EUR,3
5679,5126,308,636,500.00000000,EUR,2
5678,5126,8,0,0.00000000,EUR,1
2352,5186,1,12000,12000.00000000,USD,1
2353,5186,46,8000,8000.00000000,USD,2
2354,5186,106,4000,4000.00000000,USD,3
2355,5186,128,2000,2000.00000000,USD,4
2356,5186,14,1500,1500.00000000,USD,5
2357,5186,22,1500,1500.00000000,USD,6
2358,5186,28,1000,1000.00000000,USD,7
2359,5186,13,1000,1000.00000000,USD,8
2360,9538,83,1000,1000.00000000,USD,1
2361,9538,193,600,600.00000000,USD,2
2362,9538,163,300,300.00000000,USD,3
2363,9538,78,100,100.00000000,USD,4
2364,9987,50,1500,1500.00000000,USD,1
2365,9987,53,800,800.00000000,USD,2
2366,9987,52,500,500.00000000,USD,3
2367,9987,227,200,200.00000000,USD,4
2368,6764,41,1000,1000.00000000,USD,1
2369,6764,58,500,500.00000000,USD,2
2370,6764,26,300,300.00000000,USD,3
2371,6764,250,200,200.00000000,USD,4
2372,7612,163,350,350.00000000,USD,1
2373,7612,270,200,200.00000000,USD,2
2374,7612,193,150,150.00000000,USD,3
2375,7612,395,100,100.00000000,USD,4
5674,10507,172,68,50.00000000,EUR,1
5675,10508,273,67,50.00000000,EUR,1
5676,10524,19,67,50.00000000,EUR,1
5677,10525,41,67,50.00000000,EUR,1
5672,7730,26,3000,20000.00000000,SEK,3
5671,7730,111,4500,30000.00000000,SEK,2
5670,7730,52,15000,100000.00000000,SEK,1
2386,5977,35,600,600.00000000,USD,1
2387,5977,142,250,250.00000000,USD,2
2388,5977,42,50,50.00000000,USD,3
2389,5977,28,50,50.00000000,USD,4
2390,5977,85,50,50.00000000,USD,5
6886,5976,227,100,100.00000000,USD,8
6885,5976,162,100,100.00000000,USD,7
6884,5976,163,100,100.00000000,USD,6
6883,5976,140,100,100.00000000,USD,5
6882,5976,144,300,300.00000000,USD,4
6881,5976,208,600,600.00000000,USD,3
6880,5976,139,1200,1200.00000000,USD,2
6879,5976,10,2500,2500.00000000,USD,1
6870,5975,152,100,100.00000000,USD,8
6869,5975,172,100,100.00000000,USD,7
6868,5975,323,100,100.00000000,USD,6
6867,5975,316,100,100.00000000,USD,5
6866,5975,123,300,300.00000000,USD,4
6865,5975,164,600,600.00000000,USD,3
6864,5975,167,1200,1200.00000000,USD,2
6863,5975,163,2500,2500.00000000,USD,1
2407,5974,163,1000,1000.00000000,USD,1
2408,5974,167,600,600.00000000,USD,2
2409,5974,149,400,400.00000000,USD,3
2410,5974,151,200,200.00000000,USD,4
2411,5973,26,800,800.00000000,USD,1
2412,5973,151,400,400.00000000,USD,2
2413,5973,58,200,200.00000000,USD,3
2414,5973,164,100,100.00000000,USD,4
2415,5465,123,1000,1000.00000000,USD,1
2416,5466,10,1000,1000.00000000,USD,1
2417,5467,12,1000,1000.00000000,USD,1
2418,7315,164,300,300.00000000,USD,1
2419,7315,123,150,150.00000000,USD,2
2420,7315,293,50,50.00000000,USD,3
2421,7321,235,300,300.00000000,USD,1
2422,7321,600,150,150.00000000,USD,2
2423,7321,129,50,50.00000000,USD,3
5661,5599,144,314,2000.00000000,CNY,4
5660,5599,28,785,5000.00000000,CNY,3
5659,5599,27,1570,10000.00000000,CNY,2
5658,5599,145,3141,20000.00000000,CNY,1
2432,2600,126,50000,50000.00000000,USD,1
2433,2600,36,25000,25000.00000000,USD,2
2434,2600,27,10000,10000.00000000,USD,3
2435,2600,65,5000,5000.00000000,USD,4
2436,2600,17,1500,1500.00000000,USD,5
2437,2600,70,1500,1500.00000000,USD,6
2438,2600,162,1500,1500.00000000,USD,7
2439,2600,200,1500,1500.00000000,USD,8
2440,2600,208,500,500.00000000,USD,9
2441,2600,149,500,500.00000000,USD,10
2442,2600,151,500,500.00000000,USD,11
2443,2600,83,500,500.00000000,USD,12
2444,2600,81,500,500.00000000,USD,13
2445,2600,106,500,500.00000000,USD,14
2446,2600,164,500,500.00000000,USD,15
2447,2600,124,500,500.00000000,USD,16
2448,2352,126,40000,40000.00000000,USD,1
2449,2352,11,20000,20000.00000000,USD,2
2450,2352,27,12000,12000.00000000,USD,3
2451,2352,139,8000,8000.00000000,USD,4
2452,2352,83,3000,3000.00000000,USD,5
2453,2352,131,3000,3000.00000000,USD,6
2454,2352,151,3000,3000.00000000,USD,7
2455,2352,155,3000,3000.00000000,USD,8
2456,2352,127,1000,1000.00000000,USD,9
2457,2352,129,1000,1000.00000000,USD,10
2458,2352,152,1000,1000.00000000,USD,11
2459,2352,180,1000,1000.00000000,USD,12
2460,2352,58,1000,1000.00000000,USD,13
2461,2352,121,1000,1000.00000000,USD,14
2462,2352,172,1000,1000.00000000,USD,15
2463,2352,149,1000,1000.00000000,USD,16
2464,2157,10,30000,30000.00000000,USD,1
2465,2157,86,15000,15000.00000000,USD,2
2466,2157,36,10000,10000.00000000,USD,3
2467,2157,208,5000,5000.00000000,USD,4
2468,1366,11,30000,30000.00000000,USD,1
2469,1366,8,15000,15000.00000000,USD,2
2470,1366,19,10000,10000.00000000,USD,3
2471,1366,75,5000,5000.00000000,USD,4
2472,2857,107,1000,1000.00000000,USD,1
2473,2857,189,500,500.00000000,USD,2
2474,6235,13,20000,20000.00000000,USD,1
2475,6235,160,5000,5000.00000000,USD,2
2476,6235,41,2000,2000.00000000,USD,3
2477,1931,169,2000,2000.00000000,USD,1
2478,1931,156,1000,1000.00000000,USD,2
2479,1931,295,500,500.00000000,USD,3
2480,1909,5,25000,25000.00000000,USD,1
2481,1909,187,10000,10000.00000000,USD,2
2482,1909,145,5000,5000.00000000,USD,3
2483,9484,27,6000,6000.00000000,USD,1
2484,9484,582,3750,3750.00000000,USD,2
2485,9484,537,1800,1800.00000000,USD,3
2486,9484,2331,1050,1050.00000000,USD,4
2487,9484,652,600,600.00000000,USD,5
2488,9484,1239,600,600.00000000,USD,6
2489,9484,437,600,600.00000000,USD,7
2490,9484,1105,600,600.00000000,USD,8
2491,3846,470,4000,4000.00000000,USD,1
2492,3846,633,2000,2000.00000000,USD,2
2493,3846,764,900,900.00000000,USD,3
2494,3846,1026,500,500.00000000,USD,4
2495,3846,1210,300,300.00000000,USD,5
2496,3846,762,300,300.00000000,USD,6
2497,3846,2081,300,300.00000000,USD,7
2498,3846,904,300,300.00000000,USD,8
2499,3846,2279,200,200.00000000,USD,9
2500,3846,2280,200,200.00000000,USD,10
2501,3846,2281,200,200.00000000,USD,11
2502,3846,2282,200,200.00000000,USD,12
2503,3846,2283,200,200.00000000,USD,13
2504,3846,2284,200,200.00000000,USD,14
2505,3846,2285,200,200.00000000,USD,15
2506,3846,2286,200,200.00000000,USD,16
2507,3838,1148,1000,1000.00000000,USD,1
2508,3838,509,500,500.00000000,USD,2
2509,3838,662,300,300.00000000,USD,3
2604,3633,7,24000,24000.00000000,USD,1
2605,3633,5,9000,9000.00000000,USD,2
2606,3633,11,3600,3600.00000000,USD,3
2607,3633,233,1800,1800.00000000,USD,4
2608,3633,16,1300,1300.00000000,USD,5
2609,3633,80,1300,1300.00000000,USD,6
2610,3633,2,1100,1100.00000000,USD,7
2611,3633,21,1100,1100.00000000,USD,8
2612,3633,17,1000,1000.00000000,USD,9
2613,3633,27,1000,1000.00000000,USD,10
2614,3633,437,1000,1000.00000000,USD,11
2615,3633,161,1000,1000.00000000,USD,12
2616,3633,238,800,800.00000000,USD,13
2617,3633,285,800,800.00000000,USD,14
2618,3633,249,800,800.00000000,USD,15
2619,3633,310,800,800.00000000,USD,16
2620,3633,85,700,700.00000000,USD,17
2621,3633,145,700,700.00000000,USD,18
2622,3633,276,700,700.00000000,USD,19
2623,3633,315,700,700.00000000,USD,20
2624,3633,470,700,700.00000000,USD,21
2625,3633,932,700,700.00000000,USD,22
2626,3633,582,700,700.00000000,USD,23
2627,3633,257,700,700.00000000,USD,24
2628,3633,607,500,500.00000000,USD,25
2629,3633,1148,500,500.00000000,USD,26
2630,3633,1317,500,500.00000000,USD,27
2631,3633,509,500,500.00000000,USD,28
2632,3633,652,500,500.00000000,USD,29
2633,3633,537,500,500.00000000,USD,30
2634,3633,1239,500,500.00000000,USD,31
2635,3633,1105,500,500.00000000,USD,32
2636,3924,231,800,800.00000000,USD,1
2637,3924,330,500,500.00000000,USD,2
2638,3924,906,240,240.00000000,USD,3
2639,3935,298,2500,2500.00000000,USD,1
2640,3935,268,1500,1500.00000000,USD,2
2641,3935,227,750,750.00000000,USD,3
2642,3935,730,250,250.00000000,USD,4
2643,3946,144,800,800.00000000,USD,1
2644,3946,208,500,500.00000000,USD,2
2645,3946,575,240,240.00000000,USD,3
2646,3993,26,4000,4000.00000000,USD,1
2647,3993,58,2500,2500.00000000,USD,2
2648,3993,199,1200,1200.00000000,USD,3
2649,3993,210,700,700.00000000,USD,4
2650,3993,560,400,400.00000000,USD,5
2651,3993,368,400,400.00000000,USD,6
2652,3993,288,400,400.00000000,USD,7
2653,3993,661,400,400.00000000,USD,8
2654,4004,60,6000,6000.00000000,USD,1
2655,4004,95,3000,3000.00000000,USD,2
2656,4004,88,1500,1500.00000000,USD,3
2657,4004,226,900,900.00000000,USD,4
2658,4004,348,450,450.00000000,USD,5
2659,4004,420,450,450.00000000,USD,6
2660,4004,237,450,450.00000000,USD,7
2661,4004,252,450,450.00000000,USD,8
2662,4004,448,250,250.00000000,USD,9
2663,4004,240,250,250.00000000,USD,10
2664,4004,97,250,250.00000000,USD,11
2665,4004,241,250,250.00000000,USD,12
2666,4004,757,250,250.00000000,USD,13
2667,4004,1171,250,250.00000000,USD,14
2668,4004,955,250,250.00000000,USD,15
2669,4004,419,250,250.00000000,USD,16
2670,4018,139,6000,6000.00000000,USD,1
2671,4018,75,3000,3000.00000000,USD,2
2672,4018,159,1300,1300.00000000,USD,3
2673,4018,89,900,900.00000000,USD,4
2674,4018,128,450,450.00000000,USD,5
2675,4018,151,450,450.00000000,USD,6
2676,4018,321,450,450.00000000,USD,7
2677,4018,183,450,450.00000000,USD,8
2678,4018,224,250,250.00000000,USD,9
2679,4018,289,250,250.00000000,USD,10
2680,4018,191,250,250.00000000,USD,11
2681,4018,179,250,250.00000000,USD,12
2682,4018,287,250,250.00000000,USD,13
2684,4018,630,250,250.00000000,USD,15
2685,4018,645,250,250.00000000,USD,16
2686,4032,72,2000,2000.00000000,USD,1
2687,4032,164,1000,1000.00000000,USD,2
2688,4032,172,600,600.00000000,USD,3
2689,4032,41,350,350.00000000,USD,4
2690,4032,392,200,200.00000000,USD,5
2691,4032,336,200,200.00000000,USD,6
2692,4032,53,200,200.00000000,USD,7
2693,4043,10,6000,6000.00000000,USD,1
2694,4043,267,3000,3000.00000000,USD,2
2695,4043,356,1350,1350.00000000,USD,3
2696,4043,460,900,900.00000000,USD,4
2697,4043,465,450,450.00000000,USD,5
2698,4043,641,450,450.00000000,USD,6
2699,4043,655,450,450.00000000,USD,7
2700,4043,565,450,450.00000000,USD,8
2701,4043,187,250,250.00000000,USD,9
2702,4043,332,250,250.00000000,USD,10
2703,4043,498,250,250.00000000,USD,11
2704,4043,416,250,250.00000000,USD,12
2705,4043,429,250,250.00000000,USD,13
2706,4043,589,250,250.00000000,USD,14
2707,4043,1072,250,250.00000000,USD,15
2708,4043,520,250,250.00000000,USD,16
2709,11931,163,6000,6000.00000000,USD,1
2710,11931,83,3000,3000.00000000,USD,2
2711,11931,162,1350,1350.00000000,USD,3
2712,11931,148,900,900.00000000,USD,4
2713,11931,258,450,450.00000000,USD,5
